Id,Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
adamsgr02,1,Greg Adams,33.0,PHX,LW,56.6,16.8,18.2,35.0,2.6,19.4,3.5799999999999996,10.0,6.2,0.6,1.8,11.4,6.4,0.4,115.2,14.98
aaltoan01,1,Antti Aalto,22.5,MDA,C,38.0,1.5,2.5,4.0,-6.5,12.0,-0.2,0.5,1.0,0.0,0.0,2.0,0.5,0.0,31.0,2.45
aivazmi01,2,Micah Aivazoff,25.5,NYI,C,16.5,0.0,1.0,1.0,-4.0,4.0,-0.45,0.0,0.0,0.0,0.0,0.5,0.5,0.0,7.0,0.0
albelto01,3,Tommy Albelin,32.0,CGY,D,64.4,2.6,11.2,13.8,0.0,18.4,3.5,1.6,1.0,0.0,0.4,7.2,3.2,0.8,85.2,3.44
allisja01,4,Jamie Allison,21.25,CHI,D,25.75,1.25,2.5,3.75,-0.25,50.25,0.975,1.25,0.0,0.0,0.25,2.0,0.0,0.5,14.75,6.466666666666666
alfreda01,4,Daniel Alfredsson*,24.5,OTT,RW,67.75,19.5,33.0,52.5,0.5,22.5,5.375,11.5,7.25,0.75,4.0,18.75,13.75,0.5,192.75,10.025
allisja02,5,Jason Allison,21.0,BOS,C,53.2,13.2,26.6,39.8,5.2,34.0,4.220000000000001,10.2,2.8,0.2,2.4,15.0,11.2,0.4,88.4,13.16
amontto01,7,Tony Amonte,26.0,CHI,RW,74.8,32.4,32.2,64.6,14.6,58.6,7.7,21.6,8.2,2.6,5.0,21.2,10.0,1.0,227.8,14.36
andergl01,8,Glenn Anderson*,34.5,TOT,RW,34.0,9.0,11.0,20.0,-1.0,35.0,1.6,8.0,1.0,0.0,2.0,9.5,1.5,0.0,62.5,15.35
anderni01,10,Niklas Andersson,25.0,SJS,LW,42.0,8.666666666666666,14.333333333333334,23.0,0.0,23.666666666666668,1.9000000000000001,6.333333333333333,1.3333333333333333,1.0,0.6666666666666666,11.666666666666666,2.0,0.6666666666666666,72.33333333333333,8.5
andermi01,10,Mikael Andersson,30.0,TOT,RW,57.8,5.0,9.4,14.4,-2.6,9.4,0.48,4.2,0.0,0.8,0.6,8.4,0.2,0.8,79.6,6.659999999999999
andreda01,11,Dave Andreychuk*,33.0,NJD,LW,66.6,21.2,25.2,46.4,8.4,38.4,5.1,13.8,6.8,0.6,2.4,16.8,8.2,0.2,186.4,11.540000000000001
antossh01,13,Shawn Antoski,25.5,MDA,LW,30.0,0.5,0.75,1.25,-1.5,95.0,-0.7,0.5,0.0,0.0,0.0,0.75,0.0,0.0,14.75,4.8999999999999995
archida01,14,Dave Archibald,26.0,NYI,C,21.666666666666668,2.6666666666666665,2.0,4.666666666666667,-8.333333333333334,13.666666666666666,-0.09999999999999999,2.6666666666666665,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,29.0,6.033333333333334
armstde01,15,Derek Armstrong,23.5,NYR,C,20.25,2.25,2.5,4.75,-3.25,14.0,0.09999999999999999,2.25,0.0,0.0,0.75,2.0,0.5,0.0,17.0,11.5
arnotja01,15,Jason Arnott,22.0,NJD,C,63.4,19.8,28.2,48.0,-11.0,97.0,4.46,12.2,7.4,0.2,2.6,15.4,12.6,0.2,209.4,9.459999999999999
astlema01,16,Mark Astley,25.5,BUF,D,37.0,2.0,9.5,11.5,-7.0,46.0,1.9,2.0,0.0,0.0,0.0,5.5,4.0,0.0,50.5,6.0
aucoiad01,17,Adrian Aucoin,23.0,VAN,D,47.4,7.2,8.8,16.0,-1.8,39.0,3.12,2.4,4.4,0.4,0.8,6.4,2.4,0.0,84.2,15.8
arvedma01,17,Magnus Arvedson,26.5,OTT,LW,70.5,16.0,20.5,36.5,17.5,43.0,4.35,13.5,0.0,2.5,3.0,19.5,0.5,0.5,113.0,13.8
audetdo01,18,Donald Audette,27.0,LAK,RW,53.2,21.2,17.2,38.4,1.6,40.6,4.46,12.2,9.0,0.0,4.0,10.0,7.2,0.0,149.6,14.34
atchebl01,18,Blair Atcheynum,28.5,TOT,RW,63.0,10.5,11.5,22.0,-1.5,14.0,1.5999999999999999,9.0,1.0,0.5,2.5,10.0,0.0,1.5,98.0,10.75
babycda01,19,Dave Babych,35.0,TOT,D,53.0,2.6,13.8,16.4,-6.2,33.0,2.3400000000000003,1.0,1.6,0.0,0.2,9.8,3.4,0.6,65.4,3.6799999999999997
bakerja01,20,Jamie Baker,30.0,SJS,C,38.4,6.2,7.0,13.2,-4.4,27.8,0.64,4.2,0.6,1.4,0.6,6.2,0.2,0.6,52.6,7.4
axelspj01,21,P.J. Axelsson,22.5,BOS,LW,79.5,7.5,14.5,22.0,-14.0,28.0,0.65,6.5,1.0,0.0,1.5,13.5,0.5,0.5,145.0,5.199999999999999
barnama01,21,Matthew Barnaby,23.0,TOT,RW,59.6,9.2,15.4,24.6,1.6,233.2,1.7200000000000002,8.6,0.6,0.0,1.2,13.4,2.0,0.0,90.8,8.739999999999998
bannidr01,22,Drew Bannister,22.5,TBL,D,40.0,1.25,6.25,7.5,-9.25,40.25,1.375,1.0,0.25,0.0,0.0,4.0,2.25,0.0,37.0,2.55
barnest01,22,Stu Barnes,26.0,TOT,C,70.6,19.6,25.0,44.6,-4.8,28.0,4.14,11.0,8.4,0.2,3.6,16.2,8.2,0.6,160.6,12.0
baronmu01,23,Murray Baron,29.0,VAN,D,65.2,1.2,6.4,7.6,-8.2,125.2,1.78,1.2,0.0,0.0,0.0,5.8,0.2,0.4,50.8,2.4
barrile01,24,Len Barrie,25.5,PIT,C,26.5,1.5,5.5,7.0,-2.5,42.0,-0.2,1.5,0.0,0.0,0.5,4.5,1.0,0.0,21.0,4.05
bassebo01,25,Bob Bassen,31.0,CGY,C,41.0,4.2,5.8,10.0,-0.8,36.2,0.22000000000000003,4.0,0.0,0.2,0.8,5.8,0.0,0.0,42.4,7.56
belakwa01,27,Wade Belak,21.0,TOT,D,14.666666666666666,0.3333333333333333,0.6666666666666666,1.0,-1.0,44.0,0.2333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,3.3333333333333335,16.666666666666668
baumgke01,27,Ken Baumgartner,30.0,BOS,LW,58.4,0.6,3.8,4.4,-5.0,139.6,-0.9199999999999999,0.6,0.0,0.0,0.2,3.8,0.0,0.0,19.2,2.6
beersbo01,28,Bob Beers,28.0,BOS,D,20.666666666666668,1.6666666666666667,5.333333333333333,7.0,-3.3333333333333335,8.0,1.1333333333333335,1.0,0.6666666666666666,0.0,0.0,4.0,1.3333333333333333,0.0,32.0,3.7999999999999994
belanje01,29,Jesse Belanger,26.0,EDM,C,41.666666666666664,11.666666666666666,11.666666666666666,23.333333333333332,-4.333333333333333,10.666666666666666,1.9666666666666666,7.0,4.666666666666667,0.0,1.6666666666666667,4.666666666666667,7.0,0.0,82.66666666666667,10.033333333333333
bartelu01,30,Lubos Bartecko,22.0,STL,LW,32.0,5.0,11.0,16.0,4.0,6.0,1.6,5.0,0.0,0.0,1.0,7.0,4.0,0.0,37.0,13.5
belanke01,30,Ken Belanger,22.0,TOT,LW,23.8,1.0,1.6,2.6,-0.6,84.2,-0.039999999999999994,1.0,0.0,0.0,0.2,1.6,0.0,0.0,7.0,10.125
batessh01,30,Shawn Bates,22.5,BOS,C,23.0,3.5,2.0,5.5,0.0,2.0,0.6,3.5,0.0,0.0,0.0,2.0,0.0,0.0,21.0,16.7
battaba01,31,Bates Battaglia,22.5,CAR,LW,46.5,4.5,7.5,12.0,3.0,16.0,0.95,4.5,0.0,0.0,0.5,7.5,0.0,0.0,36.5,11.5
bellobr01,31,Brian Bellows,32.0,WSH,LW,55.2,14.0,14.2,28.2,-10.2,20.2,2.3600000000000003,7.0,7.0,0.0,2.2,9.4,4.8,0.0,132.0,12.440000000000001
beddocl01,32,Clayton Beddoes,25.5,BOS,C,30.0,1.0,4.0,5.0,-3.0,28.5,-0.35,1.0,0.0,0.0,0.0,4.0,0.0,0.0,14.5,7.35
berarbr01,32,Bryan Berard,20.0,TOT,D,75.33333333333333,10.333333333333334,32.333333333333336,42.666666666666664,-10.0,64.33333333333333,6.433333333333334,5.0,5.0,0.3333333333333333,2.6666666666666665,15.0,17.333333333333332,0.0,166.33333333333334,6.233333333333333
bennibr01,32,Brian Benning,28.0,FLA,D,24.0,1.0,7.0,8.0,-6.0,18.0,1.5,0.0,1.0,0.0,0.0,4.0,3.0,0.0,26.0,3.8
beranjo01,33,Josef Beranek,26.75,EDM,LW,46.5,10.25,15.75,26.0,-3.25,29.25,2.1,7.5,2.75,0.0,0.75,11.5,4.25,0.0,110.0,11.549999999999999
berezse01,33,Sergei Berezin,26.0,TOR,RW,72.33333333333333,26.0,17.666666666666668,43.666666666666664,3.3333333333333335,8.0,5.166666666666667,19.333333333333332,6.333333333333333,0.3333333333333333,3.0,14.666666666666666,2.6666666666666665,0.3333333333333333,202.33333333333334,12.6
berehdr01,34,Drake Berehowsky,25.0,NSH,D,42.75,0.75,5.75,6.5,-4.0,84.25,1.525,0.5,0.25,0.0,0.25,4.25,1.25,0.25,37.75,1.4000000000000001
bergbi01,35,Bill Berg,29.0,OTT,LW,50.2,3.8,4.0,7.8,-5.2,37.4,-0.3,3.2,0.0,0.6,1.0,4.0,0.0,0.0,63.0,5.94
bergema01,36,Marc Bergevin,31.0,STL,D,65.8,1.4,5.0,6.4,-4.8,65.2,2.34,1.2,0.0,0.2,0.0,4.4,0.2,0.4,33.6,4.0200000000000005
berubcr01,37,Craig Berube,31.0,TOT,LW,64.8,3.8,6.0,9.8,-5.6,185.0,-0.18,3.6,0.2,0.0,0.4,5.8,0.2,0.0,45.0,8.379999999999999
beukeje01,38,Jeff Beukeboom,31.0,NYR,D,62.8,1.4,7.4,8.8,3.4,142.4,2.82,1.4,0.0,0.0,0.2,6.6,0.0,0.8,36.0,2.7
bergak01,39,Aki Berg,19.0,LAK,D,54.666666666666664,0.6666666666666666,7.0,7.666666666666667,-6.333333333333333,38.0,1.6666666666666667,0.0,0.6666666666666666,0.0,0.0,6.333333333333333,0.6666666666666666,0.0,59.666666666666664,1.0333333333333334
blakero01,40,Rob Blake*,27.0,LAK,D,47.0,9.6,16.4,26.0,-10.8,70.0,4.040000000000001,4.6,4.8,0.2,1.6,10.0,6.0,0.4,147.0,6.42
bodgedo01,42,Doug Bodger,30.0,LAK,D,68.0,4.0,15.6,19.6,-8.2,54.0,3.7600000000000002,2.4,1.6,0.0,0.4,6.4,8.2,1.0,93.4,4.32
bertuto01,43,Todd Bertuzzi,21.5,VAN,C,61.5,12.25,15.5,27.75,-10.0,79.0,1.975,9.5,2.5,0.25,2.0,11.75,3.5,0.25,95.0,12.674999999999999
